0.7713370836446424,0.7627972499535749,0.6392774156692711,0.6136435374178436,0.6558374393910842,0.8079988454633136,0.6822607577005899,0.4846227808545334,0.8241445013168085,0.7066914413020108,0.7892884881788989,0.714387545874464,0.7979078588662376,0.4565968300167221,0.5987655652913323,0.5987655652913323,0.7713370836446424,0.7627972499535749,0.6031245634100434,0.6392774156692711,0.6136435374178436,0.7671949087717371,0.6558374393910842,0.8079988454633136,0.6822607577005899,0.4846227808545334,0.7773512620638394,0.7066914413020108,0.7892884881788989,0.714387545874464,0.7979078588662376,0.4565968300167221,0.5987655652913323,0.5987655652913323,0.6640861914111079,0.4417795712405695,0.4417795712405695,0.7082617615035434,0.3479447667178433,0.28192338539888523,0.3549816962032585,0.7382038548864571,0.5612294015673368,0.32074631850740487,0.7333569948714209,0.37949385203301783,0.35650146178926884,0.7770178024332475,0.7052174110353504,0.7183495702456477,0.308749466301385,0.3042850173668286,0.3042850173668286,0.7388658254469807,0.4303203964590241,0.4303203964590241,0.7154506120526096,0.3197676497468898,0.36744882642224214,0.37336224664361356,0.7423099105549439,0.3135554918414979,0.6113922264319713,0.5589502507463017,0.2864500396224401,0.6948616439556815,0.39665734349323845,0.36700407179910427,0.7512674726399935,0.6934641606415222,0.6760174353829058,0.3042897760313594,0.27009589543402074,0.27009589543402074,0.7253077959513199,0.8597361873217686,0.822044410814518,0.7172024395408473,0.9668195173729114,0.8915880284608593,0.7253470043352999,0.7443285897706371,0.8039616327095841,0.621088825047758,0.7885934692491022,0.670280659968304,0.7175369110249935,0.7919711266472442,0.816242582128156,0.6582421200307665,0.6898575405401566,0.6920838951932082,0.6920838951932082,0.6405395320027116,0.5500049705677096,0.9777005470454454,0.9333973028211561,0.6003320333581619,0.608875551509949,0.5808218309924263,0.7010195199603748,0.54794456839364,0.6104768006535127,0.6020725580040889,0.5475233902995339,0.5510043857086521,0.6398263606847464,0.6679721702591386,0.6659027441398241,0.6402910173478572,0.6402910173478572,0.6054921996070196,0.7683706197253392,0.7683706197253392,0.6866275262958845,0.577740892403301,0.8636438179397968,0.8889535023544062,0.6436746853350616,0.6880744467539679,0.6763092790384735,0.668537609918169,0.6253113069509961,0.64128439937976,0.6180345091257521,0.532225873089324,0.5748393638050185,0.5258346548868534,0.6940211993820332,0.6377682318508295,0.7032877477010459,0.7032877477010459,0.6358341732645961,0.4160582906666022,0.7194705232314341,0.7666612834523181,0.2863227826081893,0.3456271986564768,0.428596944690426,0.650326306442854,0.5507072577085077,0.3440154209275556,0.6986707425681474,0.33458194697369525,0.7425099719355777,0.6817139841295086,0.6837076346668953,0.2995373482531434,0.34905003760481196,0.34905003760481196,0.8091183770634169,0.8091183770634169,0.51170925653779,0.2533755821826826,0.28252057905038963,0.4262812118049333,0.632730387600845,0.7130383970987842,0.6544386374998259,0.651073093848961,0.703671548912755,0.610044582688447,0.47871810533259596,0.6841427574339848,0.5093781795458204,0.7747151579160085,0.7747151579160085,0.4831139689848484,0.6300318473219856,0.6300318473219856,0.8004059257209637,0.4688829488248512,0.47989227811789914,0.5659116516135352,0.7923205963661031,0.6583982708538701,0.7259947466271089,0.6456114612539764,0.79625744935218,0.6074400505962305,0.6186958352545412,0.7783879451738421,0.7109778822037052,0.8422883208298519,0.6465186910681867,0.6046322447961374,0.6046322447961374,0.7680374529604015,0.6824765274094207,0.6824765274094207,0.7108216912209223,0.8000320549632955,0.48331444935286566,0.39812927736508824,0.48622311569992527,0.6764857144151016,0.6108347110258713,0.8009831933793271,0.5852054731892028,0.747212661638757,0.6951848495544048,0.6421190539218068,0.6852282235924544,0.5709847677420267,0.8024302114639428,0.6183754489477999,0.5848737669135192,0.5848737669135192,0.7875888021847747,0.849740587780841,0.849740587780841,0.7198068775245441,0.7185988891934608,0.5082802016478065,0.5528690238181589,0.6742431023660083,0.7034329189548755,0.7871422827887374,0.7033264914967702,0.7163932612708565,0.7565948506019338,0.6907316917240927,0.693899194269671,0.7683902034107534,1.0,1.0,0.4464284485741205,0.7104149786611248,0.6748988884246735,0.5644543312310683,0.595895356069576,0.5391298451884156,0.7062529592137373,0.5128557232900689,0.6623878203185363,0.5427768964156265,0.3964850296317231,0.32351267141560797,0.7206167934896408,0.650757042989147,0.7053356503805749,0.35040326284259765,0.18493364971237372,0.18493364971237372,0.6603964767094666,0.799307474479062,0.5022767139582718,0.658832478998743,0.3164177799699233,0.510243126551418,0.6074932813151971,0.8053443034307065,0.7089765122262233,0.42913759103399185,0.6044835404607753,0.7171978721784337,0.6336166873337981,0.6655228571347666,0.745679377321406,0.33084644868548635,0.5654237743510633,0.5654237743510633,0.3680593547080812,0.8821458949351495,0.8821458949351495,0.5950414507646512,0.5717183400267032,0.6600819323143535,0.5482108089916267,0.7098172270422042,0.5572745761042982,0.7469197843969257,0.8849644396207055,0.9677324611494894,0.5462840096581063,0.43686713193761534,0.6812501581455227,0.7295891466191786,0.7295891466191786,0.5699276386008428,0.43871520073357595,0.43871520073357595,0.6481480708832824,0.6426364610577789,0.37134775725918284,0.21614545976028687,0.3135762612762793,0.6235903143269809,0.45215201581753706,0.5841550595248058,0.4753559586533763,0.22126960872829185,0.6172959934292183,0.3286226210586666,0.35466395242620136,0.560896987924617,0.6028203610480115,0.22376213556325905,0.27582443537486,0.27582443537486,0.5971358835929901,0.21610482572737202,0.21610482572737202,0.5674521571955101,0.5368018315493833,0.09376743402810311,0.02860924504595309,0.036774005869102885,0.5574281040983251,0.14647793001035406,0.4365311274268774,0.3483420535320494,0.5139283828851392,0.1351223930675344,0.09856416060832879,0.5961775304957909,0.5155791344175085,0.029155347005238107,0.042378311498547656,0.042378311498547656,0.5747853661530166,0.1932392015431992,0.1932392015431992,0.4460652482835367,0.6410265977263989,0.03285939471887137,0.02431592136449003,0.32700956362449035,0.39654372917270053,0.21838638479735542,0.5735309201929479,0.4471964806535761,0.18923201944780396,0.42239644160495776,0.2808887741521504,0.3959809471261962,0.3013975205077531,0.25291221772951983,0.031893321939596785,0.031893321939596785,0.44960235377512675,0.7812078643470443,0.7812078643470443,0.6538182034260502,0.7574131333187512,0.8116471913714665,0.8093994673636916,0.7301458854501569,0.6851377040457591,0.813614503068246,0.7366505687508427,0.7706982301610497,0.6837962576537662,0.7563367074894446,0.7814080986767723,0.7340866572934585,0.7208147282803447,0.7773716066740102,0.9654317434885292,0.9654317434885292,0.627834741942211,0.8902639002642957,0.8902639002642957,0.7425362195305406,0.8523016592172425,0.5785374618710496,0.7326529021532724,0.7549791549742155,0.8913036512662571,0.8322591296739221,0.8190555705281579,0.8391973327849901,0.7881705881040076,0.8790848233576438,0.8511692918829569,0.8368033724750854,0.8316404205676644,0.8678512839770468,0.8143280255835217,0.6925576432875915,0.8902639002642957,0.8902639002642957,0.7425362195305406,0.8523016592172425,0.6011163403326173,0.5785374618710496,0.7326529021532724,0.7549791549742155,0.8913036512662571,0.8322591296739221,0.8190555705281579,0.8391973327849901,0.7881705881040076,0.8790848233576438,0.8511692918829569,0.8368033724750854,0.8316404205676644,0.8678512839770468,0.8143280255835217,0.6925576432875915,0.42775839529903686,0.7683420965058536,0.8252948144034256,0.25997508238991285,0.3180207509686634,0.4114825253184787,0.6745658766583256,0.59555237033139,0.7380593496766892,0.35425611441060023,0.33173918134897534,0.783838073161523,0.736652087781796,0.7330372434243244,0.2655298111513334,0.27788875547791797,0.27788875547791797
0.6031245634100434,0.7671949087717371,0.7773512620638394,0.6640861914111079,0.8241445013168085,0.4430754454763955,0.6963458077264298,0.8597361873217686,0.751989454782614,0.6919788124591846,0.6898575405401566,0.7766933290870656,0.4160582906666022,0.3057857577501608,0.369064708148818,0.7155275384141276,0.62172969975268,0.6891540254931922,0.6361311708877146,0.7898768846683554,0.9258886103212024,0.726706621959929,0.8830716880253564,0.5984258326195481,0.4464284485741205,0.3153194678517392,0.799307474479062,0.38765347414862483,0.5597205911498413,0.8365899425986454,0.6921767994654863,0.6272376960867218,0.828761185086449,0.267192051048305,0.949194447047454,0.6011163403326173,0.42775839529903686,0.28646626465221875,0.78304387209667,0.2586463062540756
