1.000000000000000000e+00 9.594115336980655329e-01 9.398010337323597918e-01 9.600471294499273167e-01 8.065091297743159915e-01 8.352031841846135896e-01 7.236062313731534967e-01 6.792112590591115051e-01 7.185803862435744538e-01 7.037474775289284112e-01 7.813626646975461165e-01 6.732004284365307178e-01 8.490766561755683783e-01 8.219226858021850823e-01 8.478002700074245279e-01 5.590549614952331492e-01 6.601547774700706750e-01 7.658952350228537265e-01 8.603158657266217757e-01 8.367811295654193904e-01 7.258032273295557113e-01 8.914388501646589580e-01
9.594115336980655329e-01 1.000000000000000000e+00 9.548753477388608468e-01 9.007108121981353133e-01 8.697681635166187863e-01 9.538765944270307662e-01 6.704599629943173156e-01 5.668927936944407886e-01 6.471584481030322467e-01 6.051744760073782814e-01 6.625266050750854285e-01 6.220859548230757152e-01 6.837631337773431017e-01 6.398624413658863253e-01 6.233365552550620414e-01 3.663724058873141787e-01 7.887341676436481208e-01 7.511735503213303744e-01 6.709978377791580018e-01 8.192654249248605414e-01 8.690857452602049893e-01 7.322462885120252229e-01
9.398010337323597918e-01 9.548753477388608468e-01 1.000000000000000000e+00 8.905720350690379261e-01 7.695239413273551321e-01 9.682371869393250341e-01 8.810974132771246525e-01 4.011523025190242842e-01 6.454438543434182218e-01 5.274595952175638036e-01 4.246920350661354537e-01 7.534218691335443641e-01 5.921252138209588400e-01 8.236156283283014856e-01 5.849382471101228775e-01 0.000000000000000000e+00 2.763663468458571471e-01 5.165573326238862562e-01 6.415704465542364510e-01 9.100466873984768279e-01 2.657663760134704733e-01 6.801778779673437469e-01
9.600471294499273167e-01 9.007108121981353133e-01 8.905720350690379261e-01 1.000000000000000000e+00 8.993828589566887910e-01 7.849332787413155765e-01 8.704688871961231422e-01 6.859744539825277654e-01 8.134406667981454175e-01 6.292030119318313686e-01 7.704053699566872915e-01 8.389971053097835529e-01 8.082630010367614082e-01 8.937455165957800540e-01 8.475410488951206078e-01 8.114295553901337277e-01 7.587550207975550798e-01 6.666522682514967046e-01 7.589912907789387875e-01 6.951995831808689408e-01 2.910789197474449308e-01 8.773589466314107854e-01
8.065091297743159915e-01 8.697681635166187863e-01 7.695239413273551321e-01 8.993828589566887910e-01 1.000000000000000000e+00 8.417264227491745299e-01 9.093219137279596742e-01 9.078284326475415389e-01 7.787983891328221775e-01 7.171673864834007261e-01 5.488453579086319811e-01 6.509118714395732974e-01 5.559934169324363129e-01 7.543911083652293792e-01 6.409946643258601640e-01 6.466803044635778264e-01 4.779202663924348449e-01 7.480581810733800685e-01 6.911962466925543058e-01 5.223630830271702719e-01 3.703718852558484098e-01 3.204509045029374503e-01
8.352031841846135896e-01 9.538765944270307662e-01 9.682371869393250341e-01 7.849332787413155765e-01 8.417264227491745299e-01 1.000000000000000000e+00 8.619473928451850675e-01 5.478923060864621108e-01 6.542572643356187045e-01 8.262180903508163921e-01 6.106415528380394475e-01 7.124484306957987734e-01 8.474232962944148184e-01 6.578493170893572328e-01 4.619772632375958032e-01 1.678950560699769279e-01 7.519680063642137924e-01 8.341349177293665429e-01 8.188405323940028957e-01 8.983666411280226693e-01 4.699327967295368613e-01 8.303192240199663843e-01
7.236062313731534967e-01 6.704599629943173156e-01 8.810974132771246525e-01 8.704688871961231422e-01 9.093219137279596742e-01 8.619473928451850675e-01 1.000000000000000000e+00 8.025187057771328014e-01 7.860433958431074508e-01 8.085271851593791581e-01 8.611504787094298452e-01 7.787426536376554909e-01 7.794758048598146027e-01 4.531273213135199041e-01 7.207387443843306096e-01 8.542593669531247658e-01 7.041088150875738361e-01 8.294078765944451481e-01 7.508337940703668778e-01 8.741028872281633166e-01 9.012675073861878827e-01 8.013282618323072093e-01
6.792112590591115051e-01 5.668927936944407886e-01 4.011523025190242842e-01 6.859744539825277654e-01 9.078284326475415389e-01 5.478923060864621108e-01 8.025187057771328014e-01 1.000000000000000000e+00 7.616989112549521490e-01 8.715311322415157935e-01 8.595068288788662025e-01 8.638375495091074052e-01 5.645293944930361851e-01 8.958827989165299988e-01 6.139133315480794773e-01 7.751921301048236845e-01 3.459291039746075769e-01 4.237134169802594386e-01 8.435446000421598090e-01 8.149731146084240319e-01 6.085800497235496209e-01 7.335702863683828401e-01
7.185803862435744538e-01 6.471584481030322467e-01 6.454438543434182218e-01 8.134406667981454175e-01 7.787983891328221775e-01 6.542572643356187045e-01 7.860433958431074508e-01 7.616989112549521490e-01 1.000000000000000000e+00 8.766828387069389716e-01 7.805400092521267430e-01 9.720302724376783665e-01 8.470332223574905672e-01 7.647652197490760750e-01 8.077373745403237937e-01 4.394384464923429268e-01 8.473078610774756880e-01 6.520046959306217138e-01 7.690723915230628371e-01 4.433492468282019261e-01 3.720859586684928666e-01 4.226983747173703176e-01
7.037474775289284112e-01 6.051744760073782814e-01 5.274595952175638036e-01 6.292030119318313686e-01 7.171673864834007261e-01 8.262180903508163921e-01 8.085271851593791581e-01 8.715311322415157935e-01 8.766828387069389716e-01 1.000000000000000000e+00 9.267079962506371560e-01 8.237371969903578561e-01 7.728505202608034752e-01 5.896838588957614702e-01 7.839261526707623773e-01 6.054595161893342459e-01 8.958475874155771290e-01 3.801406214219534840e-01 8.344752412274731856e-01 7.744699335216489455e-01 7.819874370157809951e-01 8.600953638009211089e-01
7.813626646975461165e-01 6.625266050750854285e-01 4.246920350661354537e-01 7.704053699566872915e-01 5.488453579086319811e-01 6.106415528380394475e-01 8.611504787094298452e-01 8.595068288788662025e-01 7.805400092521267430e-01 9.267079962506371560e-01 1.000000000000000000e+00 8.238589743767097406e-01 8.929653533135516463e-01 8.476072291040722684e-01 7.821097278530578789e-01 5.456266086518454239e-01 8.937743127371208240e-01 6.365158043663522447e-01 7.449526099582807204e-01 8.173579405261717223e-01 7.291016171027391302e-01 8.596114522461244523e-01
6.732004284365307178e-01 6.220859548230757152e-01 7.534218691335443641e-01 8.389971053097835529e-01 6.509118714395732974e-01 7.124484306957987734e-01 7.787426536376554909e-01 8.638375495091074052e-01 9.720302724376783665e-01 8.237371969903578561e-01 8.238589743767097406e-01 1.000000000000000000e+00 8.292563435370051694e-01 8.369447123325923776e-01 7.125254575323646256e-01 6.987769938733419117e-01 8.244253257070055518e-01 7.671046666142743442e-01 7.940156690007617035e-01 8.015209938353430319e-01 4.403385517384873493e-01 5.290053617684048470e-01
8.490766561755683783e-01 6.837631337773431017e-01 5.921252138209588400e-01 8.082630010367614082e-01 5.559934169324363129e-01 8.474232962944148184e-01 7.794758048598146027e-01 5.645293944930361851e-01 8.470332223574905672e-01 7.728505202608034752e-01 8.929653533135516463e-01 8.292563435370051694e-01 1.000000000000000000e+00 7.430936237070708827e-01 7.734458278907351270e-01 4.940893192959313618e-01 3.090657444289017786e-01 8.492155062984823033e-01 8.444330511942494955e-01 7.474839091095329957e-01 7.091896219154421033e-01 8.009277445089886260e-01
8.219226858021850823e-01 6.398624413658863253e-01 8.236156283283014856e-01 8.937455165957800540e-01 7.543911083652293792e-01 6.578493170893572328e-01 4.531273213135199041e-01 8.958827989165299988e-01 7.647652197490760750e-01 5.896838588957614702e-01 8.476072291040722684e-01 8.369447123325923776e-01 7.430936237070708827e-01 1.000000000000000000e+00 5.075331247477088414e-01 8.710256338748539884e-01 9.109267650927028726e-01 6.867673595075943771e-01 5.309766286481907294e-01 7.925936636390232826e-01 7.812357066774819891e-01 8.648129956141750174e-01
8.478002700074245279e-01 6.233365552550620414e-01 5.849382471101228775e-01 8.475410488951206078e-01 6.409946643258601640e-01 4.619772632375958032e-01 7.207387443843306096e-01 6.139133315480794773e-01 8.077373745403237937e-01 7.839261526707623773e-01 7.821097278530578789e-01 7.125254575323646256e-01 7.734458278907351270e-01 5.075331247477088414e-01 1.000000000000000000e+00 9.356108516308562217e-01 8.758477640155838406e-01 8.841571743760934243e-01 6.625140765882792104e-01 5.485062802435097806e-01 6.035898420039716994e-01 6.446855412889963555e-01
5.590549614952331492e-01 3.663724058873141787e-01 0.000000000000000000e+00 8.114295553901337277e-01 6.466803044635778264e-01 1.678950560699769279e-01 8.542593669531247658e-01 7.751921301048236845e-01 4.394384464923429268e-01 6.054595161893342459e-01 5.456266086518454239e-01 6.987769938733419117e-01 4.940893192959313618e-01 8.710256338748539884e-01 9.356108516308562217e-01 1.000000000000000000e+00 9.308961640197286336e-01 9.226186571548169457e-01 8.622796987654246514e-01 1.062710187341993177e-02 7.831486064521655521e-01 3.777313808733395173e-01
6.601547774700706750e-01 7.887341676436481208e-01 2.763663468458571471e-01 7.587550207975550798e-01 4.779202663924348449e-01 7.519680063642137924e-01 7.041088150875738361e-01 3.459291039746075769e-01 8.473078610774756880e-01 8.958475874155771290e-01 8.937743127371208240e-01 8.244253257070055518e-01 3.090657444289017786e-01 9.109267650927028726e-01 8.758477640155838406e-01 9.308961640197286336e-01 1.000000000000000000e+00 5.217179935594915552e-01 5.261026924105232094e-01 6.553272840191713966e-01 8.137664235923974809e-01 7.341694190836624001e-01
7.658952350228537265e-01 7.511735503213303744e-01 5.165573326238862562e-01 6.666522682514967046e-01 7.480581810733800685e-01 8.341349177293665429e-01 8.294078765944451481e-01 4.237134169802594386e-01 6.520046959306217138e-01 3.801406214219534840e-01 6.365158043663522447e-01 7.671046666142743442e-01 8.492155062984823033e-01 6.867673595075943771e-01 8.841571743760934243e-01 9.226186571548169457e-01 5.217179935594915552e-01 1.000000000000000000e+00 9.665752395785445206e-01 8.188138027317751755e-01 8.110550555421300878e-01 9.192312715390976718e-01
8.603158657266217757e-01 6.709978377791580018e-01 6.415704465542364510e-01 7.589912907789387875e-01 6.911962466925543058e-01 8.188405323940028957e-01 7.508337940703668778e-01 8.435446000421598090e-01 7.690723915230628371e-01 8.344752412274731856e-01 7.449526099582807204e-01 7.940156690007617035e-01 8.444330511942494955e-01 5.309766286481907294e-01 6.625140765882792104e-01 8.622796987654246514e-01 5.261026924105232094e-01 9.665752395785445206e-01 1.000000000000000000e+00 8.425477342078363518e-01 8.989155262814430003e-01 9.656742723289180041e-01
8.367811295654193904e-01 8.192654249248605414e-01 9.100466873984768279e-01 6.951995831808689408e-01 5.223630830271702719e-01 8.983666411280226693e-01 8.741028872281633166e-01 8.149731146084240319e-01 4.433492468282019261e-01 7.744699335216489455e-01 8.173579405261717223e-01 8.015209938353430319e-01 7.474839091095329957e-01 7.925936636390232826e-01 5.485062802435097806e-01 1.062710187341993177e-02 6.553272840191713966e-01 8.188138027317751755e-01 8.425477342078363518e-01 1.000000000000000000e+00 9.299522539044995373e-01 8.730872813916965569e-01
7.258032273295557113e-01 8.690857452602049893e-01 2.657663760134704733e-01 2.910789197474449308e-01 3.703718852558484098e-01 4.699327967295368613e-01 9.012675073861878827e-01 6.085800497235496209e-01 3.720859586684928666e-01 7.819874370157809951e-01 7.291016171027391302e-01 4.403385517384873493e-01 7.091896219154421033e-01 7.812357066774819891e-01 6.035898420039716994e-01 7.831486064521655521e-01 8.137664235923974809e-01 8.110550555421300878e-01 8.989155262814430003e-01 9.299522539044995373e-01 1.000000000000000000e+00 8.922880158992775312e-01
8.914388501646589580e-01 7.322462885120252229e-01 6.801778779673437469e-01 8.773589466314107854e-01 3.204509045029374503e-01 8.303192240199663843e-01 8.013282618323072093e-01 7.335702863683828401e-01 4.226983747173703176e-01 8.600953638009211089e-01 8.596114522461244523e-01 5.290053617684048470e-01 8.009277445089886260e-01 8.648129956141750174e-01 6.446855412889963555e-01 3.777313808733395173e-01 7.341694190836624001e-01 9.192312715390976718e-01 9.656742723289180041e-01 8.730872813916965569e-01 8.922880158992775312e-01 1.000000000000000000e+00
